dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10
67,26,100,51,65,37,57,89,29,15
68,92,81,70,40,8,92,23,10,57
9,51,41,77,68,45,28,24,52,68
7,4,32,36,67,95,28,80,52,67
70,47,79,39,93,6,52,3,46,35
16,20,51,71,61,44,82,22,92,33
3,2,99,21,63,26,44,17,72,70
43,27,50,42,42,55,75,15,60,86
91,90,99,90,57,23,33,80,98,56
19,55,7,18,28,10,28,30,5,97
4,44,74,27,51,18,64,62,82,48
55,11,50,58,39,20,98,95,30,57
5,25,45,75,37,70,16,28,8,60
95,6,73,96,82,80,60,25,20,0
82,80,28,32,4,11,35,71,5,94
19,93,59,0,4,96,64,82,66,96
96,42,50,58,18,17,58,93,29,21
72,26,85,91,100,77,82,52,62,80
51,72,18,98,33,39,52,34,86,28
87,5,34,97,97,44,33,98,86,7
77,6,10,11,37,81,32,16,18,4
94,80,97,63,84,98,5,68,65,78
70,37,76,15,74,75,95,8,90,30
55,66,1,4,43,18,86,75,0,7
95,77,47,91,86,43,58,93,63,28
46,9,85,41,7,28,87,94,11,42
96,36,23,16,88,97,76,80,44,41
28,34,70,41,83,28,92,91,50,71
80,38,83,50,50,95,49,69,34,30
2,2,18,31,80,40,42,70,2,42
1,80,1,58,51,10,100,44,95,9
40,67,6,60,61,96,13,72,59,32
33,97,1,77,75,37,73,46,66,10
75,21,46,49,32,71,72,54,76,96
97,55,33,9,70,96,58,53,98,90
94,55,43,88,36,69,48,74,34,81
89,63,22,77,40,10,44,58,29,40
16,75,67,71,29,73,34,40,30,10
36,65,99,49,94,14,65,68,71,84
20,22,66,19,65,6,41,16,88,61
90,20,80,31,39,29,4,19,11,69
82,84,69,40,50,45,94,81,47,42
70,57,5,81,71,23,67,49,89,50
60,50,31,74,41,1,14,56,82,78
41,50,45,56,40,62,34,77,99,4
62,36,70,24,92,34,54,39,24,80
11,91,14,78,71,50,15,29,100,99
2,95,34,37,34,89,49,0,15,52
58,43,26,1,67,85,73,73,0,84
17,20,65,80,76,78,44,95,84,67
59,51,8,63,42,99,29,30,0,69
19,24,99,45,65,91,77,80,9,63
5,91,27,69,91,74,56,73,60,61
4,76,48,43,4,79,39,7,86,31
36,93,48,37,61,48,28,95,84,59
98,15,28,75,6,66,44,80,58,72
98,51,15,15,32,99,92,68,11,21
87,22,72,80,24,36,49,67,6,48
89,14,25,40,89,11,66,58,1,58
27,49,40,72,21,77,71,58,25,88
95,24,84,9,60,29,76,74,64,97
96,78,12,94,66,88,5,44,48,6
56,71,64,84,43,60,92,6,19,27
100,64,31,24,58,89,35,80,1,76
17,62,46,87,4,3,31,24,49,31
98,32,10,92,4,43,86,31,90,87
74,99,53,34,33,9,37,9,88,48
63,47,49,19,30,95,94,34,93,7
64,48,76,64,31,17,58,66,22,81
41,61,76,36,99,88,24,77,23,70
52,28,34,44,62,22,28,93,83,6
44,13,55,74,39,94,58,95,35,50
68,57,21,76,90,70,48,33,38,52
63,19,35,2,47,53,96,38,75,17
50,95,38,26,84,100,26,69,14,25
73,81,49,76,60,46,14,56,97,81
66,100,100,80,18,53,5,69,31,28
5,67,60,4,5,35,29,70,58,100
18,32,33,6,63,100,65,31,20,96
88,99,61,66,4,84,17,28,59,95
56,16,28,52,43,94,95,20,95,38
92,29,19,36,43,34,47,45,37,0
5,76,12,57,14,48,16,15,44,87
79,21,70,81,44,21,58,63,22,41
59,60,19,4,32,22,30,96,72,97
83,70,99,83,28,45,72,9,35,59
90,49,32,43,76,37,74,99,7,10
62,8,54,10,13,82,34,92,81,21
71,61,75,29,4,21,47,60,88,52
9,57,70,28,55,3,46,75,73,5
48,72,93,88,98,71,68,17,4,4
22,61,59,94,84,9,43,54,38,9
89,19,44,98,93,91,61,24,29,62
87,6,51,36,25,43,86,18,3,0
50,20,19,99,84,11,99,10,34,50
34,91,18,25,70,16,91,17,27,91
9,42,74,7,89,46,20,89,6,30
78,72,89,0,82,74,34,34,42,51
38,37,59,57,81,68,59,83,61,3
52,36,44,99,87,11,1,96,69,71
7,72,90,21,20,4,5,52,91,83
68,79,88,58,42,1,59,62,33,17
64,94,83,35,75,77,60,23,62,2
31,28,77,96,85,56,51,83,91,10
41,55,47,58,45,22,0,86,22,76
58,67,12,63,41,44,100,59,62,1
96,100,33,65,19,70,19,58,76,56
15,36,49,100,3,39,51,92,62,95
89,34,37,95,58,56,60,86,26,40
55,58,47,26,94,91,67,98,26,93
83,82,100,92,16,90,56,22,7,20
6,34,15,20,12,58,59,92,33,27
0,82,72,20,93,26,45,71,91,28
73,74,44,60,76,94,29,87,49,64
92,6,18,87,68,27,75,77,66,29
42,78,85,72,66,69,12,9,61,89
34,7,70,43,95,31,53,76,48,71
18,74,38,58,29,79,59,34,33,21
87,79,66,65,72,36,5,45,99,60
66,58,92,100,34,1,25,33,73,10
72,21,95,62,18,40,58,35,11,53
63,58,37,99,33,99,93,14,90,56
11,43,86,29,7,52,33,74,34,99
27,78,75,26,94,69,8,42,6,91
41,17,52,58,35,50,12,5,81,25
57,21,57,86,82,47,85,72,92,66
51,35,90,46,100,68,43,80,27,93
82,52,71,98,11,46,30,71,69,95
49,47,3,74,21,45,51,64,61,12
38,11,28,69,16,76,79,83,100,94
12,37,52,46,35,12,29,42,37,55
65,54,26,22,44,57,70,41,6,74
45,43,28,18,83,57,1,91,0,94
99,50,62,22,30,96,31,75,95,29
97,88,22,57,23,38,80,64,74,36
35,65,80,89,62,6,41,26,60,90
3,47,66,70,1,34,30,47,92,23
59,81,72,14,77,74,12,80,85,80
76,78,26,95,49,34,25,64,15,83
11,41,30,24,45,55,70,22,96,11
52,96,86,65,94,15,9,24,47,97
32,39,25,88,33,56,17,44,44,15
41,41,44,32,95,28,15,1,99,69
24,39,98,10,69,61,93,45,31,89
20,51,6,47,43,27,21,7,28,96
98,14,35,91,65,67,48,79,23,54
96,52,57,85,57,14,92,16,52,40
81,90,14,53,37,10,54,30,21,58
26,19,67,73,71,56,92,49,15,50
6,71,28,80,51,77,9,58,12,31
83,67,15,40,55,1,22,82,66,94
26,21,51,91,58,44,96,22,9,86
60,93,92,29,53,36,10,58,78,36
51,67,52,73,71,87,38,97,2,97
50,90,26,45,90,28,36,89,26,63
85,100,42,46,38,90,57,16,91,78
12,38,5,97,95,79,39,82,38,8
85,66,24,92,15,34,66,62,15,46
65,9,25,0,9,74,93,4,20,83
56,2,90,86,50,84,73,30,7,40
28,23,53,86,12,86,36,80,76,20
58,8,63,52,40,32,65,15,66,63
1,74,69,96,3,28,97,31,68,15
40,86,3,48,74,41,23,34,33,79
35,1,34,38,36,30,63,70,10,84
69,63,72,14,43,8,10,72,83,46
49,47,24,58,48,3,77,30,75,42
26,72,98,48,93,26,58,20,67,7
91,37,90,100,95,71,5,99,23,45
10,78,23,71,25,4,29,31,16,81
25,47,37,69,3,74,46,74,72,70
35,70,2,11,42,45,9,6,69,70
37,27,63,39,27,78,30,8,64,4
96,89,82,35,26,40,90,7,80,55
36,63,71,42,52,7,94,26,45,32
14,46,54,66,44,71,17,69,58,29
36,8,78,58,21,5,27,98,92,39
46,40,59,37,4,90,57,43,40,63
46,30,6,59,42,78,31,80,78,29
40,36,84,83,0,95,10,34,82,57
84,98,54,12,15,27,100,95,75,47
71,71,31,25,22,92,92,61,30,81
59,24,28,10,63,21,23,47,76,100
11,7,16,68,4,42,18,25,35,71
29,4,35,31,46,69,92,67,60,23
85,21,79,12,41,23,24,25,3,94
11,93,37,92,3,4,36,78,8,49
72,82,63,88,85,8,7,93,96,95
69,98,47,54,55,98,52,53,95,64
94,54,65,50,55,12,73,18,10,93
41,49,10,5,77,25,53,9,44,13
19,54,85,36,57,54,36,54,19,51
0,41,49,85,100,15,60,77,63,98
70,7,89,52,45,50,88,16,92,62
73,37,51,79,38,27,76,86,9,84
2,78,19,10,70,6,16,40,20,55
44,70,78,58,68,23,57,51,43,58
47,76,61,38,89,39,48,23,45,60
67,39,12,82,16,24,91,51,20,24
98,0,7,63,77,74,93,47,64,96
96,43,86,44,15,88,94,10,84,17
35,11,14,97,77,34,90,16,5,7
60,20,97,22,34,40,72,89,56,33
82,22,97,35,9,76,55,29,87,31
32,18,27,17,58,67,92,57,97,4
5,38,58,17,26,1,42,51,89,100
42,8,18,39,78,66,4,52,54,32
82,2,76,49,22,36,13,51,36,96
34,84,91,5,86,20,52,98,54,72
11,70,96,23,69,75,7,55,3,35
69,87,22,5,96,97,13,72,18,61
46,28,82,19,78,61,93,80,2,88
95,82,50,23,27,40,20,97,74,34
51,76,90,12,69,12,6,20,73,40
94,51,52,37,92,11,40,42,1,77
20,28,57,53,73,72,97,78,13,81
36,31,35,45,69,19,21,3,0,9
60,62,31,9,36,21,77,47,57,37
39,27,2,74,45,1,25,27,33,86
38,53,47,15,75,39,34,95,4,0
22,26,20,96,64,92,31,38,17,21
79,43,16,76,58,27,42,20,50,72
22,75,40,95,71,6,44,85,70,17
14,72,52,12,77,80,59,49,13,22
57,88,1,53,1,74,95,45,88,37
23,88,51,58,68,35,5,64,44,83
96,31,46,13,85,3,18,76,42,93
13,45,54,54,18,18,13,90,71,98
78,51,9,76,69,15,94,54,48,70
50,11,38,18,64,10,32,96,15,89
0,23,46,39,15,3,37,79,69,95
21,30,72,64,12,63,53,52,49,25
42,7,79,79,24,49,75,19,66,83
97,46,36,53,29,97,45,88,61,43
85,58,61,42,41,72,81,15,66,50
19,18,83,90,40,58,88,75,81,51
2,93,36,56,47,0,67,77,40,46
89,30,35,28,5,40,27,27,18,24
72,96,46,5,52,82,31,56,14,32
13,66,72,32,82,30,89,70,38,65
3,75,91,14,62,26,61,63,100,50
12,62,0,32,76,9,84,61,61,68
95,15,46,40,29,63,76,13,99,64
85,50,11,57,83,52,14,96,41,86
100,91,36,45,35,95,53,7,66,73
83,37,47,24,8,4,31,65,94,6
74,95,51,36,25,84,66,88,93,53
53,68,75,20,44,69,22,91,40,57
47,24,69,55,51,82,93,32,4,15
54,58,15,70,100,67,76,94,36,16
30,52,40,92,4,54,48,95,30,97
86,1,68,43,26,18,85,4,19,5
83,85,41,30,39,74,48,20,15,80
91,28,11,4,29,26,85,19,11,99
74,51,16,69,5,58,98,29,49,62
74,94,25,37,19,43,78,0,96,77
73,73,50,58,22,98,61,100,21,0
75,92,77,85,28,21,99,61,63,26
63,6,81,37,51,89,47,16,72,2
59,14,99,76,53,97,54,86,43,34
59,26,46,80,24,51,36,68,60,37
100,16,86,8,82,92,17,1,33,25
18,49,70,71,3,65,35,39,15,97
96,89,98,47,41,47,58,86,13,24
1,2,72,53,100,82,41,4,6,62
8,42,89,30,27,34,53,14,2,63
52,55,7,49,77,88,89,10,67,20
64,98,71,44,34,12,65,67,60,99
50,74,68,55,20,5,34,24,43,90
78,48,61,44,42,52,35,13,84,0
24,61,77,51,15,32,26,55,64,28
12,50,73,45,58,8,20,33,21,25
25,73,54,10,35,65,99,78,8,42
76,56,75,20,50,71,64,74,81,41
26,88,93,6,60,100,66,84,25,16
32,9,5,3,18,56,21,40,37,71
76,67,36,16,95,69,32,37,91,14
84,23,28,73,24,34,81,88,18,60
60,6,48,67,30,43,20,2,44,7
18,70,87,34,75,92,13,8,73,31
61,54,67,45,27,73,65,92,39,17
77,34,77,93,46,100,75,35,39,44
40,13,60,91,96,10,71,25,17,14
2,86,22,68,29,8,56,52,68,11
14,27,74,27,95,91,36,50,6,49
1,40,17,85,3,95,9,37,55,79
39,97,81,93,2,87,32,59,38,42
18,18,25,58,75,7,29,80,8,93
42,94,61,27,59,85,51,10,30,44
39,10,96,40,25,2,82,28,15,17
47,51,50,63,92,97,67,64,19,40
1,22,58,99,10,68,43,32,57,40
12,3,66,92,6,38,54,90,15,51
50,64,71,36,9,67,16,43,40,44
88,20,59,74,10,44,87,79,36,48
96,94,24,96,96,97,78,94,97,52
59,34,77,74,53,43,92,31,17,59
14,62,18,46,86,9,2,66,92,44
47,37,85,71,68,77,15,67,47,24
0,65,62,42,39,67,62,30,19,4
19,83,19,53,32,53,53,47,91,80
19,81,50,44,39,49,23,22,4,58
29,86,34,66,79,99,6,34,0,47
68,14,57,15,6,10,74,38,20,81
55,4,74,28,20,18,62,49,27,66
48,25,17,90,63,41,97,4,66,12
11,25,68,3,72,80,8,35,33,21
50,33,5,74,91,9,36,45,86,63
69,84,78,90,2,36,58,96,89,5
3,23,10,50,82,98,93,39,20,23
59,44,11,75,31,80,65,7,32,71
84,65,31,73,45,64,53,41,15,46
4,91,74,37,34,46,41,56,40,37
93,55,80,1,99,94,42,41,11,95
56,34,78,43,31,46,63,72,3,67
23,18,72,85,54,93,62,7,35,44
100,25,98,92,53,16,93,47,63,86
84,13,19,83,16,96,3,78,89,6
64,100,15,8,29,54,6,75,91,52
28,38,79,93,87,83,46,39,49,82
59,27,86,57,10,68,27,33,31,34
54,85,94,13,5,78,56,0,63,61
39,31,97,33,40,42,50,61,29,28
65,77,84,0,76,46,86,27,71,22
90,87,34,10,25,20,71,25,66,20
7,100,79,8,99,78,99,16,31,48
57,18,96,16,41,83,70,75,28,53
71,91,88,47,41,48,87,73,99,87
2,2,61,45,17,15,20,92,35,54
91,5,74,55,76,17,55,3,39,98
48,10,81,24,77,88,87,25,39,94
3,67,37,22,72,50,4,89,61,10
65,31,50,53,95,3,5,71,21,75
75,47,72,51,76,62,21,6,32,41
41,19,89,2,58,81,2,1,27,96
43,83,48,61,3,41,15,84,20,87
84,28,30,68,82,9,89,21,59,58
5,63,29,100,30,0,25,41,67,32
7,59,75,34,2,100,72,78,71,46
100,62,19,53,71,92,9,63,80,63
12,7,37,75,78,90,51,4,65,34
31,79,83,34,13,81,96,28,25,2
25,57,88,83,33,57,11,50,57,58
82,42,20,35,9,61,94,57,51,63
7,81,63,3,33,98,71,93,58,89
13,46,66,75,58,34,1,75,11,89
48,77,73,60,62,68,6,93,82,15
25,17,25,88,54,25,48,99,98,44
9,6,63,4,7,8,4,88,3,22
90,67,87,23,72,69,51,55,69,17
35,15,78,40,96,34,89,51,25,39
7,100,73,55,7,5,50,87,75,45
71,95,76,77,77,1,4,64,0,51
35,86,13,94,12,15,21,96,23,39
52,83,52,91,77,66,65,38,27,31
62,77,78,77,97,68,97,25,59,55
19,97,82,47,56,50,23,30,72,4
53,52,79,26,78,55,37,2,35,56
89,59,47,3,53,65,65,31,10,82
16,34,36,65,5,62,38,24,66,49
43,56,40,55,54,100,51,96,64,43
8,61,63,23,30,58,11,42,4,66
7,78,76,41,29,82,58,52,74,90
95,98,35,50,31,60,95,58,80,66
5,33,86,30,57,77,61,45,9,33
46,3,75,33,36,37,63,38,87,15
15,10,65,73,97,24,9,51,61,84
65,87,63,45,96,51,11,1,75,14
55,49,58,53,2,85,65,53,34,7
48,74,25,74,46,81,49,64,19,89
81,88,88,9,63,89,86,11,85,19
97,93,44,38,7,36,50,84,95,78
31,94,46,61,96,78,87,9,6,3
92,90,44,27,84,60,25,79,83,82
77,91,75,9,74,72,73,18,56,14
63,3,97,13,43,17,19,74,63,15
39,0,21,61,8,38,38,74,9,40
35,69,70,42,11,67,20,41,97,31
37,64,92,55,0,37,18,43,81,68
72,76,53,22,59,63,66,20,97,67
24,0,60,37,13,5,44,54,82,58
36,90,55,27,5,33,99,37,30,25
22,74,60,60,37,85,12,62,15,50
29,11,61,7,61,28,98,72,72,48
17,56,83,30,91,39,93,19,53,4
23,81,95,68,44,81,31,25,87,100
52,58,64,93,39,82,44,77,67,17
18,23,70,16,48,23,2,62,30,76
67,10,52,35,30,54,36,46,15,83
25,68,63,88,26,5,3,59,9,96
97,67,56,70,38,69,69,8,49,46
1,80,91,26,55,2,46,63,95,57
33,62,72,20,73,23,5,1,50,98
69,30,95,91,45,46,10,18,54,25
24,93,54,91,65,77,24,46,2,4
43,83,47,74,74,70,77,14,39,10
14,84,88,5,85,25,90,79,50,86
57,40,95,27,93,30,46,44,50,50
45,11,15,80,75,98,71,76,51,0
4,10,37,73,95,62,70,86,59,39
19,3,16,99,59,46,12,89,64,36
21,66,88,1,88,89,79,4,63,86
88,73,50,77,12,83,83,48,28,86
86,32,50,31,63,6,13,70,15,57
95,85,34,47,4,63,59,54,81,76
77,92,99,10,25,70,59,61,100,97
91,84,8,49,96,81,77,97,32,100
80,76,81,38,22,49,55,63,62,89
55,3,14,20,27,76,50,27,54,41
87,87,92,42,16,66,4,49,76,42
69,19,53,6,42,72,33,64,51,13
79,14,54,68,79,99,28,83,22,54
94,38,93,27,50,38,100,92,95,27
11,40,43,21,95,14,44,57,98,31
27,53,96,3,14,35,82,34,73,29
98,78,16,89,7,81,27,13,13,11
26,64,45,64,55,47,6,57,41,16
20,70,32,59,26,9,67,20,38,4
3,43,51,69,70,66,64,53,45,10
75,31,6,93,68,95,11,9,16,64
73,75,86,94,33,57,25,11,43,20
74,10,36,7,6,12,93,95,46,16
99,65,59,22,91,38,51,56,16,14
21,88,45,23,48,55,82,1,15,31
74,48,63,71,51,8,47,20,31,14
65,68,44,7,25,51,33,53,31,57
14,61,13,6,9,0,42,21,43,77
26,62,78,27,47,60,77,16,86,62
94,3,22,26,25,26,17,10,47,73
32,52,97,60,28,48,5,27,97,50
35,6,56,69,62,60,37,68,34,22
55,93,3,55,98,95,18,53,33,6
93,19,68,16,97,52,41,28,14,46
38,69,85,55,78,30,11,23,66,12
6,50,100,51,53,0,91,1,27,44
99,27,49,20,50,33,34,78,34,52
90,3,68,88,4,35,7,36,32,2
43,82,79,56,70,33,49,44,28,86
6,28,38,83,34,29,45,46,5,18
98,64,53,10,7,15,47,42,15,82
86,65,48,64,88,2,12,99,3,12
4,10,57,11,15,52,94,84,25,92
86,32,76,88,41,60,52,93,96,94
1,94,44,45,23,95,27,83,45,48
68,60,36,84,96,77,19,1,24,13
67,96,72,34,4,34,53,98,70,89
42,15,77,26,83,4,44,24,21,2
56,5,37,21,83,56,6,75,17,55
22,30,26,95,38,54,64,66,73,61
65,6,61,14,6,73,82,35,38,39
71,14,28,45,70,29,8,89,27,27
79,59,37,39,46,78,23,58,51,78
96,66,41,39,47,50,27,7,96,26
78,50,55,87,67,44,98,78,99,25
92,42,82,18,33,17,91,47,48,69
66,49,92,69,6,1,32,81,85,33
42,89,63,88,90,11,27,30,93,28
7,72,28,91,82,31,49,10,42,67
61,33,36,16,73,76,6,48,95,9
92,48,39,41,11,94,34,44,96,23
48,16,60,61,89,17,3,87,12,94
80,10,64,61,94,51,35,47,67,98
4,89,26,90,36,5,64,25,46,41
25,18,44,46,36,44,4,50,68,93
68,0,0,81,91,94,44,86,87,13
95,55,54,65,90,19,64,36,32,45
57,69,6,27,73,25,55,13,59,3
89,58,41,55,37,51,62,67,59,43
50,1,41,18,31,20,75,40,8,36
27,98,37,86,1,94,82,38,38,7
69,18,9,5,62,67,34,32,4,14
28,92,13,86,38,85,29,49,25,8
35,40,31,35,31,36,26,66,68,18
100,21,60,93,41,20,99,3,53,80
19,60,16,77,51,95,96,40,31,61
33,48,94,26,6,37,50,59,91,94
47,43,85,62,21,47,46,82,19,36
93,80,68,64,49,53,85,33,82,60
100,17,5,84,32,2,66,75,56,51
27,63,4,43,94,27,100,37,85,40
80,64,78,81,96,26,46,66,56,81
93,93,30,34,46,81,33,63,37,8
86,86,60,47,12,47,61,22,14,57
78,29,5,92,20,87,59,70,97,8
29,26,81,84,19,55,74,29,74,89
53,95,8,48,55,37,52,73,8,30
30,89,22,58,42,60,47,47,86,81
91,14,4,58,1,13,79,81,34,80
48,52,61,8,21,79,1,61,1,37
48,100,29,32,98,74,26,41,31,72
68,41,26,54,9,11,11,53,34,42
99,0,49,79,1,5,38,93,3,42
41,28,13,47,20,16,22,33,29,5
29,83,16,72,17,40,21,92,27,79
46,11,56,92,8,51,48,76,14,50
3,92,60,60,8,48,18,83,52,29
8,33,60,95,67,12,70,37,39,26
33,31,16,58,12,17,78,21,95,66
51,95,86,77,47,1,48,68,78,30
58,14,65,21,81,70,78,78,2,84
34,8,76,77,42,69,41,16,43,77
95,86,87,32,92,33,74,33,11,85
0,24,45,21,56,8,12,97,84,65
16,66,99,11,83,1,41,18,77,60
28,47,92,84,88,6,95,48,97,83
86,57,85,47,92,47,5,12,40,36
90,86,60,9,7,83,62,62,96,57
51,58,55,91,36,94,8,52,90,71
53,99,19,14,23,80,62,51,17,44
35,53,80,54,52,91,18,59,25,79
89,96,86,68,90,97,39,10,8,33
91,61,1,21,70,58,17,21,10,86
79,18,4,59,92,26,74,60,26,97
8,24,19,43,44,21,100,33,10,33
22,19,82,46,79,11,47,5,33,84
53,64,66,68,39,67,24,76,1,34
37,15,27,17,21,61,46,24,65,57
97,39,30,13,97,60,10,77,54,46
63,39,7,47,65,78,16,32,91,69
79,68,49,32,63,28,10,98,7,24
90,0,96,23,20,43,11,15,26,7
5,14,52,83,19,80,75,68,55,29
83,44,3,78,76,98,57,67,50,57
18,76,49,31,100,95,71,62,53,68
52,34,47,41,40,1,14,76,29,29
82,5,18,78,100,27,21,93,5,34
31,72,73,88,26,33,36,23,90,80
37,58,21,46,90,35,44,77,62,44
95,66,20,27,35,23,17,26,39,75
14,84,14,61,67,75,3,39,87,0
91,90,29,82,98,68,11,75,60,29
30,54,85,64,53,96,18,18,96,52
24,67,65,35,23,76,73,69,6,68
25,12,10,91,14,13,72,47,50,23
81,5,86,79,21,10,91,91,75,70
62,79,26,53,9,1,77,19,66,97
85,2,45,55,30,20,30,34,19,96
58,3,72,93,94,96,65,51,51,67
20,35,46,27,61,60,84,45,24,49
91,21,98,87,15,66,75,33,78,76
28,36,52,100,38,16,63,24,97,98
11,60,65,52,72,13,3,47,54,26
64,40,12,10,0,64,83,17,56,87
67,17,29,23,86,78,30,80,89,99
2,56,10,59,20,32,0,56,51,22
40,47,87,89,90,94,30,63,9,54
66,48,58,84,16,83,55,85,96,22
27,100,32,79,77,53,89,59,41,15
33,65,86,80,96,63,15,34,23,88
7,49,42,35,80,92,15,65,8,33
90,100,70,39,68,40,36,80,16,44
83,32,7,45,14,36,8,59,64,6
84,3,73,47,100,96,43,35,60,55
80,52,94,9,82,92,28,74,72,49
85,26,3,98,73,51,59,81,74,82
50,17,40,73,7,99,55,34,85,77
27,75,18,52,36,4,6,36,95,63
59,56,63,27,44,78,10,67,92,77
5,67,6,28,20,10,66,26,54,69
30,52,93,43,96,10,10,74,31,21
56,2,85,81,37,7,78,62,75,52
75,11,22,42,43,54,33,64,57,51
74,72,48,5,3,96,77,0,75,41
50,68,77,100,48,3,24,100,3,18
8,12,66,70,6,19,8,13,70,94
11,25,92,94,59,37,25,93,54,87
23,24,76,51,91,36,20,81,94,49
66,1,95,13,14,96,52,74,72,39
46,68,60,84,49,23,69,71,34,58
0,57,80,33,89,64,5,12,21,96
80,27,81,53,100,4,98,98,39,88
26,86,0,80,67,63,7,98,73,61
44,3,7,47,31,100,1,56,24,66
33,14,49,94,40,76,71,50,41,1
96,92,61,80,56,91,90,68,53,18
63,36,27,71,54,49,98,66,6,72
35,45,100,73,28,56,43,39,76,11
40,54,50,26,32,1,57,93,25,22
96,60,6,8,75,0,93,63,72,82
2,33,60,99,45,37,81,61,46,96
93,94,38,17,17,71,67,20,79,35
3,70,45,68,26,32,8,60,74,13
68,2,60,71,0,29,23,100,16,46
25,13,44,82,51,89,10,24,14,84
1,100,5,66,71,80,56,60,7,24
88,72,48,65,80,96,75,79,85,59
6,93,57,31,36,18,47,2,85,19
48,81,42,99,53,98,60,66,82,51
40,52,89,96,6,63,11,42,18,90
69,94,47,64,30,20,60,70,78,74
99,89,50,36,29,31,66,68,2,56
11,53,62,40,84,78,2,84,85,69
30,17,68,9,27,26,63,68,84,43
50,32,14,73,86,76,92,61,32,22
59,53,67,41,65,95,74,32,96,11
43,77,50,33,98,36,90,93,49,63
94,42,99,38,15,44,12,44,76,35
34,12,3,94,88,2,73,84,57,15
14,63,67,40,37,27,98,11,82,97
37,13,62,65,43,32,76,27,78,90
36,44,3,13,61,44,43,95,99,18
70,29,11,87,70,1,89,25,98,46
34,34,68,83,75,61,33,34,96,36
53,64,89,27,7,19,86,7,33,97
36,16,6,16,31,64,43,80,7,76
50,21,81,76,43,91,90,22,61,70
22,33,60,6,66,87,90,86,93,64
11,91,12,95,69,72,44,68,81,66
36,52,60,24,60,12,74,52,68,14
63,30,35,2,67,93,7,99,6,17
34,39,53,93,38,21,88,82,91,22
61,67,21,76,97,28,39,45,71,40
95,3,26,23,30,23,85,38,63,79
63,35,84,28,1,38,31,43,47,43
96,73,79,50,100,25,98,10,92,31
21,74,79,54,84,98,1,23,6,50
33,82,99,84,53,40,20,86,15,45
61,96,50,27,24,30,78,3,4,34
96,57,61,67,53,71,60,51,29,64
89,91,13,10,62,68,71,32,41,82
69,39,45,11,46,19,73,28,5,19
7,89,54,64,17,45,60,72,63,38
65,52,36,6,96,74,94,59,25,77
100,57,63,59,76,81,50,98,0,2
42,68,45,6,21,36,68,67,79,81
20,2,48,68,5,23,43,74,96,4
21,76,91,78,19,50,46,37,45,52
55,96,99,89,63,58,41,81,88,63
31,27,86,15,80,78,98,54,2,11
61,100,78,32,20,61,100,67,3,64
54,7,51,73,4,47,78,5,5,62
61,26,38,61,21,52,14,100,73,96
84,93,62,85,36,92,18,56,19,39
97,69,34,76,75,55,48,60,60,26
25,20,66,61,86,98,84,62,94,74
27,57,45,42,19,73,27,48,59,87
95,26,42,59,63,54,26,66,83,88
52,98,10,8,52,63,36,59,59,73
44,53,28,31,39,16,52,42,32,68
59,6,65,63,94,73,27,38,42,8
64,99,73,25,45,23,79,50,54,46
71,80,91,15,90,5,47,33,12,5
54,52,89,28,94,86,77,79,95,20
83,4,0,50,16,14,5,13,93,67
38,95,45,50,70,12,37,26,67,98
97,30,86,21,4,50,39,28,21,99
70,47,14,67,49,82,51,82,37,93
85,12,64,84,5,73,31,3,87,53
83,92,82,91,4,55,83,43,34,16
57,32,10,7,53,51,0,17,2,51
77,43,31,3,34,38,73,22,14,2
99,33,38,0,21,29,47,7,92,31
81,18,98,72,7,74,63,61,53,73
0,1,53,57,39,28,35,2,91,100
81,37,3,50,41,55,41,11,43,80
87,32,39,1,68,11,57,23,75,99
57,55,88,19,89,37,14,4,87,59
91,94,94,93,54,85,88,42,95,75
3,100,54,24,67,86,84,60,58,98
72,30,24,52,65,65,77,68,2,48
52,72,92,10,74,61,40,79,69,13
96,35,46,66,28,66,12,16,27,84
77,3,71,19,20,75,83,10,31,11
21,34,50,11,25,61,8,34,80,9
73,35,12,73,44,61,8,0,10,99
25,60,8,52,17,22,22,83,20,77
68,21,48,55,32,52,21,35,93,6
65,48,74,77,100,31,89,12,27,0
50,22,14,51,70,44,13,37,57,27
36,1,21,52,100,69,3,93,26,74
17,93,1,25,69,14,94,67,18,45
95,92,3,15,21,99,36,11,84,44
78,58,57,68,29,33,51,72,83,36
7,5,79,33,9,69,58,36,4,80
16,38,39,91,28,5,100,67,67,93
36,34,72,80,3,35,6,26,4,45
86,48,77,47,50,46,5,73,58,48
83,9,79,79,5,80,21,61,60,72
47,50,88,41,77,92,65,77,12,14
61,61,47,31,63,75,73,50,95,7
61,30,14,54,65,70,79,38,16,91
67,84,27,13,31,74,91,60,12,97
88,23,65,81,14,42,16,14,70,94
51,34,77,88,68,76,14,6,53,6
26,88,52,92,76,42,90,36,33,66
17,72,5,16,53,79,78,14,87,19
95,79,89,43,59,32,9,61,2,6
71,56,75,17,34,55,48,58,95,61
70,0,21,53,50,2,77,31,60,96
73,56,55,61,33,16,31,93,15,89
27,38,63,100,61,85,69,54,12,11
87,19,76,59,1,8,49,46,49,25
18,19,63,99,5,81,71,32,54,54
24,96,100,51,36,100,56,96,94,73
2,85,92,33,28,85,14,52,13,29
94,21,86,23,80,18,59,33,20,44
4,11,8,63,95,83,39,45,58,34
