dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10,dimension_11,dimension_12,dimension_13,dimension_14,dimension_15,dimension_16,dimension_17,dimension_18,dimension_19,dimension_20
70,98,45,78,34,12,35,52,61,85,87,57,32,84,42,94,9,45,55,22
4,32,21,24,74,7,50,68,84,71,90,15,96,68,60,79,94,42,92,95
81,65,8,51,86,28,97,4,71,71,54,29,99,53,4,16,53,84,65,15
35,89,76,3,81,91,76,40,27,5,81,23,69,100,95,89,14,93,86,48
9,98,69,98,97,62,7,5,77,29,88,96,56,36,62,33,90,53,66,44
93,3,85,89,8,16,31,3,100,50,30,37,28,12,30,97,80,81,83,86
67,36,16,22,93,85,49,23,70,15,91,43,52,66,70,3,27,94,66,53
26,40,32,25,98,20,44,48,62,16,99,67,80,25,50,100,61,95,21,71
99,94,16,96,75,45,90,53,45,29,77,23,36,8,89,7,37,5,9,21
26,64,23,30,87,61,3,85,27,98,1,28,81,79,85,83,99,84,24,89
2,76,7,76,1,53,70,7,56,78,20,58,98,88,73,90,82,59,66,37
90,92,21,50,77,78,56,49,43,100,94,81,56,3,58,15,59,56,17,38
26,86,32,82,14,82,57,71,69,25,65,39,92,50,68,0,94,11,99,1
3,56,0,63,50,36,90,90,14,43,32,29,86,14,3,10,96,6,4,75
67,82,83,91,15,63,97,34,38,39,28,97,100,56,66,16,3,3,45,82
3,46,21,76,46,23,66,2,40,65,74,12,21,78,14,96,34,72,50,87
12,64,10,63,82,84,4,36,22,82,49,19,17,95,21,80,65,16,98,27
59,45,35,65,90,96,30,69,79,6,14,32,5,21,17,23,82,4,2,13
53,3,41,68,82,6,93,19,59,64,28,70,23,87,58,18,34,35,75,100
18,2,59,12,5,51,0,62,49,22,77,3,22,81,37,72,64,97,74,80
30,84,12,5,100,96,94,19,95,27,19,38,74,69,76,100,3,40,34,6
49,46,86,95,1,43,80,88,15,34,54,43,32,75,90,10,85,76,61,26
71,13,61,35,6,94,13,60,22,47,33,32,36,0,32,40,18,99,30,46
11,44,26,85,97,20,72,81,29,77,61,24,100,61,27,55,62,55,9,53
95,11,72,32,28,59,73,34,81,50,76,87,11,93,80,75,51,43,37,38
33,0,20,78,48,76,92,46,18,63,53,9,15,57,76,98,30,10,64,56
69,46,39,8,14,77,33,94,57,69,69,89,59,30,52,45,24,43,25,17
76,3,84,94,95,54,23,56,89,42,23,40,44,15,58,70,80,50,0,3
52,67,74,43,42,63,15,81,45,33,72,26,40,56,46,80,39,8,61,7
43,53,76,89,99,89,27,91,46,38,91,25,23,59,8,8,0,74,68,44
9,38,33,92,94,43,48,65,99,99,86,7,65,78,68,28,38,33,45,26
3,66,80,58,80,54,79,0,38,89,54,13,59,24,1,77,41,51,7,13
39,74,52,22,64,46,83,23,24,72,43,89,43,48,48,45,32,49,49,63
51,89,32,72,40,15,68,3,71,61,44,82,4,86,47,99,86,91,7,66
58,44,20,49,54,59,55,68,79,75,7,50,64,0,12,25,57,94,45,93
76,45,85,61,40,70,98,67,76,98,96,58,59,91,46,17,11,44,22,96
25,23,30,62,63,65,86,10,42,21,27,43,81,40,17,67,38,70,9,87
34,48,62,24,16,68,96,77,91,74,70,66,87,59,34,59,8,1,28,7
2,53,11,4,73,77,71,35,24,81,38,6,46,82,4,88,28,75,61,78
49,2,46,34,46,94,60,70,77,82,97,70,50,12,18,3,27,28,46,79
58,19,37,15,41,41,70,72,78,34,31,96,90,40,79,98,42,82,80,26
31,80,3,43,81,73,38,63,50,55,70,3,58,41,51,19,3,41,97,41
46,21,8,45,29,16,43,19,62,95,59,51,47,47,69,12,44,54,62,52
21,68,70,55,71,65,60,77,41,4,76,100,49,88,25,52,66,22,47,99
8,12,15,82,21,94,80,17,55,45,99,91,4,8,57,31,69,92,8,84
74,52,42,15,57,32,16,56,20,34,7,97,43,34,32,39,18,68,64,82
20,88,70,2,48,53,61,20,71,26,57,31,50,95,34,52,11,39,33,1
18,46,21,33,48,69,43,9,97,64,97,32,11,29,53,47,42,41,34,30
30,92,53,39,84,36,51,78,99,74,81,71,98,95,39,93,32,17,0,83
44,81,39,87,90,48,74,11,10,29,41,99,20,62,39,12,92,5,71,8
6,29,17,45,17,31,25,25,38,80,60,72,82,69,22,48,60,3,94,37
18,85,69,23,20,70,69,4,75,90,99,27,92,34,93,55,51,71,47,5
94,37,61,99,86,10,8,61,76,35,32,40,89,62,75,44,78,29,46,86
12,35,88,65,90,93,22,47,37,65,43,48,14,1,99,73,58,91,18,58
83,4,99,1,1,63,44,57,30,6,27,15,12,14,53,37,85,71,14,6
84,53,47,61,57,59,76,37,2,5,49,37,6,97,60,18,20,56,4,75
67,32,83,95,19,5,91,58,100,90,12,35,100,51,66,69,29,61,37,41
60,73,98,48,34,34,100,40,17,78,90,82,89,54,77,67,1,52,76,75
91,43,2,8,90,62,87,60,57,88,36,29,3,43,74,85,39,43,81,26
16,62,46,73,22,49,11,10,48,52,27,34,21,96,9,59,4,50,34,8
97,40,10,34,70,94,78,35,5,32,45,8,75,47,19,100,79,43,58,22
96,82,8,67,98,44,34,24,0,68,55,84,24,85,63,38,83,3,60,33
56,91,68,2,80,4,57,52,22,11,89,10,78,76,78,82,37,0,41,88
30,71,61,53,37,41,78,34,47,75,1,57,58,37,26,19,22,50,87,55
18,76,77,92,50,83,22,70,50,10,76,21,32,52,16,16,92,12,76,64
3,53,90,73,10,69,59,85,74,74,46,25,63,31,99,62,6,47,40,2
28,44,23,20,33,80,83,41,35,2,100,7,87,76,32,83,33,25,43,49
60,62,17,91,86,38,18,79,93,66,81,54,93,40,7,36,73,27,41,75
62,84,66,79,80,70,2,27,18,44,49,3,75,92,28,52,27,27,39,4
7,17,93,82,26,56,41,49,94,6,16,2,2,43,2,31,96,80,9,64
33,98,31,58,58,75,39,17,19,76,73,58,52,43,29,25,71,89,15,88
28,9,51,7,100,88,95,38,54,82,55,86,98,12,38,20,50,64,2,90
79,72,20,90,42,35,61,35,24,52,80,84,100,70,76,60,48,86,12,13
96,78,29,29,66,62,15,1,61,97,53,83,37,59,46,98,59,73,3,67
61,64,64,76,57,86,100,10,78,99,41,53,42,21,97,44,49,20,46,56
44,22,82,85,33,54,11,37,5,27,16,53,63,28,76,73,60,84,2,49
36,31,12,7,100,20,83,90,27,73,92,11,11,26,46,4,47,14,41,78
29,37,32,67,5,10,46,42,38,42,55,63,14,45,45,60,37,29,96,68
85,55,57,22,38,98,10,98,20,43,15,98,7,18,27,57,61,0,21,76
33,38,60,84,94,38,15,68,91,57,81,62,6,83,50,12,10,34,100,96
87,94,21,67,6,14,37,61,77,43,81,84,51,66,68,70,8,53,70,42
52,24,70,61,30,6,36,42,28,19,58,80,7,24,86,38,26,47,84,100
59,94,58,2,18,51,76,80,92,58,64,48,3,96,71,30,13,10,93,63
18,81,3,90,60,3,98,11,24,24,10,53,28,100,44,23,88,47,78,5
59,54,8,100,20,44,39,69,12,60,95,93,96,7,85,40,79,35,59,58
2,63,96,15,68,23,48,12,45,20,28,7,40,75,2,13,41,83,67,36
17,37,9,18,5,42,75,26,20,47,17,12,16,90,75,95,68,3,85,20
66,86,63,30,2,85,25,38,86,53,70,5,78,25,49,13,52,7,63,25
5,8,1,24,8,89,15,46,29,43,32,80,39,42,96,79,99,62,5,9
70,7,63,90,47,98,32,50,40,41,90,95,68,98,15,4,91,43,28,73
61,12,100,75,70,17,98,10,29,2,78,24,96,35,95,3,19,85,78,48
86,13,17,83,79,79,38,34,43,13,43,65,57,30,49,85,100,24,41,5
51,58,70,18,60,40,64,68,84,44,1,65,26,19,19,56,15,24,27,66
47,73,100,67,42,69,23,80,56,67,1,2,24,54,47,26,2,15,93,83
35,3,18,82,90,23,39,74,90,3,68,4,84,11,34,76,26,98,86,72
64,19,2,71,58,19,10,67,51,6,73,18,3,73,59,40,9,10,23,20
10,2,38,66,17,87,68,96,16,10,98,99,54,85,57,28,91,93,72,52
34,36,75,45,49,13,49,96,24,50,2,68,67,15,67,14,92,84,87,40
21,25,79,89,94,42,8,50,31,37,57,30,89,93,12,100,8,58,59,72
2,14,73,72,5,82,18,45,46,47,96,57,80,57,17,0,50,15,27,47
17,58,14,96,80,72,16,77,31,87,1,27,19,27,31,97,24,9,96,96
16,11,78,77,18,94,94,32,25,92,86,81,82,90,12,25,37,5,47,83
55,35,79,53,64,48,20,90,92,67,20,50,76,90,2,50,13,74,40,61
47,7,28,23,52,37,70,56,52,50,91,52,37,48,78,88,48,33,25,84
12,25,45,57,15,91,25,98,69,8,12,48,29,56,47,4,69,60,22,2
85,50,13,55,67,0,13,75,26,2,2,32,0,97,32,28,90,44,16,30
23,1,55,5,0,58,26,36,7,27,18,11,30,61,29,81,9,31,35,4
28,68,18,93,15,5,11,13,78,85,12,98,60,33,19,41,71,21,55,96
73,51,36,94,37,13,81,67,62,21,51,14,89,86,78,40,9,68,40,83
92,21,15,20,16,54,57,90,64,12,16,32,13,86,58,76,44,71,20,22
73,35,93,67,40,52,22,22,43,98,30,15,89,77,23,16,41,65,54,8
61,12,16,22,47,63,80,4,28,31,1,41,31,78,35,35,65,13,62,59
88,9,75,93,54,98,97,51,32,51,11,45,3,0,2,86,22,27,80,5
83,65,91,69,61,26,63,99,94,25,34,64,68,26,51,10,73,83,55,64
45,19,13,80,22,28,86,74,24,26,43,44,36,99,86,78,10,85,64,23
24,74,20,84,18,73,41,40,1,93,43,3,23,62,82,53,100,35,85,78
16,61,56,17,19,26,28,31,31,30,61,23,17,88,25,80,15,27,91,63
36,58,13,63,16,73,23,94,35,72,29,7,43,15,78,17,12,18,21,40
91,60,41,36,26,48,73,56,60,35,90,10,51,4,97,86,86,78,94,68
81,39,87,86,10,80,76,2,80,20,34,89,43,27,15,0,89,86,30,24
77,24,64,55,81,70,44,39,39,12,91,24,64,66,34,70,81,9,91,46
72,76,40,55,7,22,54,66,65,88,20,33,55,46,12,17,57,70,75,32
14,6,18,61,80,55,87,72,91,19,86,48,3,64,44,84,16,9,27,32
66,84,68,74,38,42,25,71,40,80,44,81,7,84,44,77,40,33,59,22
43,1,11,44,59,27,68,57,39,56,81,98,99,64,0,17,76,96,13,53
88,26,74,86,42,33,56,92,68,30,72,22,5,7,53,21,26,22,61,87
64,37,53,2,55,26,59,75,83,23,5,5,9,27,94,5,47,32,18,3
80,70,58,81,60,98,37,53,43,73,67,37,36,84,49,96,11,42,5,84
1,94,40,13,40,90,41,97,36,81,98,12,34,63,25,20,62,89,77,42
20,77,100,86,47,29,66,10,71,95,32,31,61,18,48,98,7,54,82,4
60,76,10,42,9,56,19,2,64,10,25,98,40,78,90,79,77,27,100,60
66,56,10,90,90,25,57,22,40,33,90,54,75,69,78,5,46,67,25,89
13,71,32,61,82,18,2,100,66,68,71,41,98,17,92,20,93,21,26,94
53,41,87,93,83,65,34,12,59,84,19,5,89,15,76,4,85,57,66,60
17,75,7,4,58,0,90,67,19,19,12,20,69,11,35,11,20,9,86,23
96,84,95,85,13,5,43,31,36,17,88,10,67,4,45,8,53,65,19,87
79,54,50,30,81,15,84,32,84,40,84,89,75,59,1,40,63,15,94,92
92,85,34,41,15,21,20,17,52,57,6,37,11,66,26,60,85,64,57,95
19,33,18,78,56,19,90,31,15,3,56,92,33,6,26,8,85,31,18,24
19,1,7,34,55,67,19,59,62,42,12,20,64,86,27,73,44,14,10,38
85,75,88,83,62,73,33,89,73,8,79,81,79,70,18,13,49,73,93,41
17,25,40,25,98,17,69,74,13,53,98,51,75,31,93,62,63,26,65,73
2,38,44,2,95,73,43,43,57,66,100,86,84,58,94,94,33,47,19,55
74,20,37,99,20,11,51,93,91,25,88,88,31,69,3,62,100,39,57,35
92,84,3,0,29,7,15,41,39,65,37,34,9,63,95,51,86,56,94,18
11,13,24,86,31,96,26,92,7,41,14,71,93,46,84,43,81,86,3,6
69,65,51,75,54,73,72,78,16,14,95,65,75,81,24,58,14,72,60,69
82,54,53,15,30,31,36,43,72,41,26,21,50,48,52,90,30,71,85,49
33,4,13,70,85,95,37,22,30,27,64,15,94,19,19,81,25,50,72,27
49,52,34,85,23,35,61,83,62,32,34,62,24,49,25,84,49,93,74,30
20,4,74,58,73,48,10,98,68,40,48,35,15,100,47,7,45,94,23,1
31,80,11,88,78,12,37,43,73,89,94,49,65,88,9,92,95,23,63,86
63,16,12,93,89,78,76,46,9,25,6,98,8,67,18,28,82,33,89,14
46,31,43,39,88,44,36,38,17,91,49,97,39,38,22,22,6,44,51,65
42,46,33,72,60,82,5,85,3,5,67,63,56,15,35,75,56,58,58,70
14,40,23,100,82,93,39,1,26,62,58,32,45,46,9,24,22,13,79,95
81,52,93,83,54,100,40,50,27,1,84,61,12,83,38,13,72,67,15,99
78,64,21,77,35,40,19,98,32,98,20,35,91,84,69,34,70,29,50,88
58,22,87,13,32,97,32,63,60,94,19,60,8,59,67,50,86,52,25,90
73,57,42,90,12,62,8,86,81,23,48,44,63,57,13,48,50,94,66,84
36,70,56,99,54,46,47,67,62,36,69,76,85,100,61,40,25,87,58,63
56,31,54,20,7,66,26,67,47,40,63,72,54,82,9,71,63,100,80,92
4,46,12,79,64,59,37,96,67,16,41,29,89,47,95,92,45,76,23,50
3,26,22,95,20,2,43,88,69,84,54,89,22,28,46,8,72,5,65,23
20,3,99,67,64,5,83,57,40,28,16,23,41,66,39,65,39,24,1,25
73,68,84,62,37,20,35,47,27,35,3,6,60,40,81,78,67,90,79,3
4,69,8,60,28,47,8,54,64,40,90,23,20,25,81,50,40,68,79,64
91,90,31,7,39,67,58,84,66,30,37,3,30,2,3,45,40,72,49,86
33,85,26,81,3,12,52,61,35,43,12,20,42,62,79,44,46,80,52,61
35,31,15,83,52,66,90,46,99,46,0,52,95,75,38,79,86,14,24,88
29,21,16,48,37,95,17,46,98,46,41,53,12,28,2,80,9,73,77,86
35,85,43,86,97,75,94,42,47,24,65,30,37,75,11,42,39,6,43,17
50,59,22,15,25,60,25,48,37,50,75,67,79,93,65,11,83,88,57,20
53,56,25,83,11,84,96,22,58,32,64,43,3,63,60,34,38,32,75,28
42,1,100,47,83,80,10,92,86,76,29,59,74,58,98,43,99,95,49,22
80,8,8,43,7,40,96,93,19,3,47,83,35,52,84,37,52,56,41,19
64,4,77,47,79,57,40,92,70,89,55,79,32,46,84,69,62,12,36,11
1,26,38,29,5,38,97,32,77,69,94,18,37,2,99,41,38,45,36,80
90,7,99,75,60,90,69,84,8,94,54,66,95,21,73,75,55,4,1,58
99,67,45,15,95,77,48,52,4,33,68,5,21,2,71,21,57,79,87,29
1,56,99,38,2,64,56,9,51,93,0,59,12,24,14,85,26,61,52,49
8,51,79,20,18,1,64,22,12,34,0,98,69,12,74,16,87,30,43,44
2,12,13,74,48,64,93,88,97,53,24,37,61,82,99,67,62,77,0,75
57,27,6,87,1,33,32,86,94,7,83,62,48,12,7,66,95,17,31,53
94,77,18,47,53,32,46,28,15,11,50,70,88,23,53,39,21,45,18,29
91,26,63,63,10,97,30,97,10,82,97,78,30,8,47,30,12,100,53,50
28,11,36,28,67,79,75,40,100,48,63,91,80,15,69,53,41,42,87,11
64,19,76,1,9,28,65,44,18,18,94,40,28,62,60,2,73,64,59,40
93,73,81,68,83,34,42,92,39,40,86,82,96,92,44,48,23,89,41,44
43,28,61,94,53,34,62,51,79,58,23,48,81,85,82,33,93,3,14,94
14,78,17,42,93,95,63,22,6,66,24,93,54,59,75,85,78,77,6,40
14,20,4,96,9,23,32,29,58,13,18,87,68,69,50,57,71,80,54,34
19,69,38,10,97,82,70,95,24,55,50,18,97,89,48,79,68,56,86,24
39,100,93,29,78,3,85,51,43,48,92,61,39,41,8,57,9,7,31,40
32,58,7,65,47,30,12,86,8,21,5,34,66,75,86,51,62,72,22,66
56,30,76,58,96,38,43,3,38,15,100,39,0,69,62,15,10,65,50,57
78,68,76,43,70,12,70,42,93,10,98,86,7,59,65,12,29,15,84,58
22,37,46,5,42,39,90,22,7,63,91,96,62,11,91,21,40,8,17,10
61,86,90,87,98,75,33,2,37,23,45,0,83,46,80,9,71,15,100,86
70,67,8,61,1,35,25,97,18,82,57,73,57,78,45,58,9,73,31,85
41,22,91,92,48,26,5,91,49,80,97,22,63,29,29,76,22,34,95,3
54,72,72,2,16,58,63,11,97,52,45,61,87,76,32,22,8,92,62,5
98,42,93,29,71,9,22,11,3,72,76,54,94,19,3,66,96,27,29,17
25,74,46,45,36,90,22,89,100,49,85,92,48,3,69,66,50,55,65,74
97,0,98,32,33,38,35,38,32,72,76,32,49,3,92,86,47,1,83,59
24,75,98,95,9,44,48,52,14,16,65,71,59,58,30,57,36,59,11,21
88,80,62,9,95,86,13,32,96,12,91,6,57,10,33,75,78,6,61,17
17,29,13,69,47,9,70,27,74,48,17,13,74,100,72,100,24,21,92,13
34,73,19,96,96,19,76,44,29,96,85,32,49,86,51,93,4,37,64,66
100,64,28,74,26,16,25,38,30,99,36,17,49,84,60,70,79,20,84,6
77,36,41,37,95,52,15,64,68,95,32,75,46,75,0,62,26,9,30,57
87,44,14,37,86,81,21,62,35,75,57,82,24,21,57,93,82,68,32,36
92,34,69,36,18,83,77,13,16,71,99,91,11,62,84,36,22,74,32,99
35,46,87,96,4,73,18,90,3,14,2,62,61,53,3,68,47,3,13,4
60,100,96,22,15,57,89,80,61,49,17,70,26,45,42,50,20,24,49,89
40,73,34,95,36,18,75,76,42,70,12,27,94,28,32,100,33,3,45,85
57,7,75,67,9,48,43,79,61,19,0,6,88,17,58,16,89,74,46,44
50,64,7,21,72,75,61,17,45,33,30,40,11,45,26,25,37,20,87,85
93,63,97,3,10,63,14,6,4,62,83,76,14,19,100,98,80,84,33,42
70,98,26,26,100,64,13,86,88,93,89,44,11,78,30,66,78,71,63,75
43,15,2,45,87,33,37,80,73,40,23,35,37,1,15,96,73,58,29,62
76,89,33,68,93,66,46,45,93,75,37,15,49,8,57,73,87,41,73,87
100,33,62,86,77,94,24,62,64,9,40,25,26,64,68,13,35,94,66,92
40,87,19,37,43,14,63,49,22,61,42,26,4,88,8,41,60,83,27,98
5,74,59,7,17,19,90,4,26,14,18,83,100,75,47,22,24,16,32,33
49,65,19,34,14,92,54,66,58,97,20,88,52,32,27,87,9,51,63,36
22,88,18,74,34,1,80,22,100,48,68,43,80,49,94,10,16,29,31,77
6,65,49,95,50,55,94,39,64,68,99,48,36,76,64,44,89,89,77,72
74,2,26,26,3,4,56,85,68,57,19,95,99,29,3,60,0,94,12,66
80,7,36,12,40,86,21,9,2,10,29,97,12,32,74,90,5,42,87,73
19,58,52,76,76,59,98,51,70,59,77,39,67,80,17,58,3,80,63,14
33,35,25,17,81,94,80,85,33,13,5,48,74,67,13,96,60,38,75,21
43,91,16,13,96,10,6,67,86,63,43,24,83,25,79,23,73,46,45,18
89,97,82,55,44,49,40,2,25,23,93,6,55,89,38,95,6,51,97,27
61,41,46,87,54,20,89,75,1,27,25,43,38,23,89,63,82,53,65,56
77,92,61,79,17,16,33,8,57,39,85,74,30,61,3,93,90,38,97,75
93,98,39,28,99,88,92,76,22,16,65,29,90,66,51,74,32,55,70,51
20,64,8,14,49,78,46,20,2,47,85,8,12,96,73,48,45,68,12,3
62,11,81,15,26,96,62,68,92,73,40,76,5,69,41,67,29,92,56,69
17,9,63,18,1,93,18,53,83,13,51,77,62,96,99,38,49,15,19,38
55,10,94,17,63,49,67,41,73,54,46,12,69,47,25,35,71,6,81,79
7,63,91,36,73,7,29,11,75,27,74,74,66,40,53,78,85,84,30,82
45,57,63,65,76,48,74,44,38,71,98,3,44,68,76,57,34,71,49,97
82,78,17,31,83,59,83,60,48,91,85,22,72,39,26,98,55,2,85,92
5,56,39,33,87,51,11,34,10,27,85,93,10,79,45,77,75,5,94,71
23,61,55,64,49,72,37,45,26,58,54,35,73,3,19,94,78,44,19,14
92,47,8,37,28,15,32,59,55,62,89,60,83,94,19,20,81,36,7,59
65,57,46,38,19,94,85,85,53,65,4,24,87,28,73,84,15,69,95,62
98,8,9,91,92,45,4,11,80,75,73,53,99,76,58,46,30,95,68,83
74,45,80,18,67,72,4,65,49,94,14,88,12,20,38,13,35,42,96,99
87,9,17,61,92,14,12,10,22,20,54,40,49,27,10,34,5,21,11,90
0,25,48,5,82,100,91,59,79,17,13,69,22,77,12,34,15,67,34,3
18,9,30,7,29,4,38,16,55,45,94,61,96,81,39,61,93,35,22,18
100,28,18,49,77,19,47,21,2,2,1,85,15,31,92,12,44,66,87,65
17,84,8,23,6,26,26,38,46,37,100,30,75,22,50,41,21,15,58,44
71,15,91,20,50,95,1,3,36,15,72,60,43,69,85,95,6,94,27,84
42,97,73,76,23,73,45,52,95,96,96,82,91,59,40,67,54,19,97,56
89,74,38,3,69,42,38,29,1,14,20,42,14,35,47,81,8,46,88,97
98,39,10,42,16,4,30,92,11,78,100,12,82,17,56,15,72,58,64,66
91,41,18,100,88,72,73,45,87,5,0,61,87,95,10,35,78,16,94,31
91,98,77,73,94,87,33,73,15,65,19,29,66,91,40,64,89,32,54,43
62,60,66,57,32,14,26,42,11,51,8,32,50,96,69,68,5,78,82,95
81,52,18,29,94,7,50,64,52,60,1,65,44,74,57,57,10,94,74,96
20,11,94,68,80,35,37,99,79,95,57,25,53,79,19,73,69,79,52,70
47,59,2,27,53,97,55,99,12,34,76,90,40,19,81,57,44,69,98,68
4,18,58,95,96,31,54,55,23,27,17,33,87,26,26,78,9,10,30,61
54,87,95,37,89,6,96,59,38,4,85,81,36,48,65,86,5,55,93,17
21,93,85,7,54,69,46,96,22,82,28,51,41,71,39,26,53,80,61,8
75,95,60,36,7,53,1,89,86,90,45,13,4,29,15,68,36,88,88,56
19,24,88,89,45,13,26,93,59,30,64,48,60,72,39,10,8,72,87,25
99,82,91,27,82,38,9,29,69,71,46,43,85,71,13,49,99,41,58,22
68,10,96,79,82,19,99,76,53,55,63,60,34,30,83,67,80,16,60,14
99,50,64,58,4,81,89,43,21,36,34,25,33,34,41,71,36,48,75,97
44,9,92,28,93,69,31,98,76,48,82,5,50,7,18,2,70,86,50,86
91,88,51,93,73,38,58,82,28,63,83,24,92,70,76,13,80,52,28,0
81,89,65,16,92,22,47,52,89,67,33,61,99,24,30,62,41,31,13,42
38,35,86,44,84,97,19,99,27,32,90,8,55,67,54,60,74,68,16,5
65,94,33,65,21,100,8,39,82,25,68,27,8,46,73,70,21,8,86,18
12,84,95,6,93,63,18,93,93,6,17,11,15,27,65,4,24,4,12,55
2,77,23,23,56,53,87,6,51,91,43,91,72,98,70,92,99,9,77,14
91,21,96,76,10,44,66,37,25,10,2,17,65,60,48,95,99,56,45,22
54,1,55,79,19,62,18,97,91,86,56,68,91,39,89,30,68,49,49,27
85,8,45,34,30,10,41,6,72,70,33,34,88,32,97,65,62,60,91,1
90,7,85,26,65,22,17,38,77,51,11,15,19,11,92,55,58,43,62,52
24,37,80,87,100,3,28,67,37,8,39,91,89,7,100,14,80,8,46,20
90,26,61,34,73,51,32,79,78,92,74,3,100,42,69,75,55,69,78,70
83,51,58,25,22,94,45,87,69,28,24,55,59,84,51,26,49,36,38,89
67,66,26,79,34,49,25,86,9,39,63,97,52,99,69,81,50,67,9,95
76,75,97,100,6,97,25,2,18,0,98,49,56,39,56,90,61,28,9,14
16,77,43,83,0,68,64,43,27,74,33,20,93,48,51,2,64,95,100,34
53,90,53,90,69,90,94,76,29,21,29,87,43,24,89,60,46,83,3,51
39,72,22,72,50,26,73,58,70,88,7,53,81,7,5,49,31,52,60,44
13,83,94,6,78,28,60,50,50,50,72,99,29,35,48,86,1,91,97,10
35,36,94,88,92,94,38,23,32,61,25,68,99,9,74,77,45,20,4,45
22,17,100,29,12,76,1,87,21,40,93,49,17,5,26,61,96,37,40,73
75,66,18,11,19,23,28,73,90,98,94,5,29,18,91,0,4,82,77,36
31,91,61,9,47,12,41,100,63,81,46,60,100,32,90,81,54,71,79,71
22,96,49,25,61,88,24,67,33,9,1,26,94,55,3,45,22,26,13,98
100,92,79,52,76,87,8,7,26,11,72,13,32,32,11,27,76,75,6,95
96,87,79,49,11,14,55,12,81,9,94,47,61,88,29,88,15,39,81,60
51,63,67,73,97,20,53,82,72,46,78,26,32,41,9,2,20,68,23,0
57,89,18,7,71,73,78,58,92,9,21,98,79,87,80,20,41,58,61,39
75,56,6,66,90,18,59,30,75,62,37,20,24,70,8,10,85,14,61,95
81,1,100,93,8,8,83,88,19,88,86,78,53,47,6,57,80,90,48,78
49,57,65,58,12,56,86,75,20,73,12,19,77,87,63,77,42,29,25,70
76,54,57,9,1,6,97,38,8,62,86,88,13,52,72,20,66,48,81,97
32,43,55,32,3,20,53,40,20,14,53,86,43,10,77,59,93,4,44,7
84,6,86,74,84,36,25,90,20,89,95,89,89,77,34,9,69,26,77,87
87,42,63,15,28,91,70,65,79,81,50,92,76,20,15,80,87,48,98,80
42,88,74,9,69,2,91,27,26,86,93,86,52,33,80,22,99,41,69,39
35,44,51,47,8,61,20,65,41,36,90,1,27,24,21,28,40,35,4,70
80,58,52,68,20,40,87,97,5,76,38,92,83,70,27,14,13,32,7,51
57,46,57,27,9,0,79,86,11,91,27,32,8,33,43,25,94,75,47,38
26,26,19,8,73,98,83,53,18,73,65,86,21,77,17,92,25,4,25,54
25,2,14,27,35,13,92,70,3,74,5,22,97,3,14,68,31,38,74,31
69,79,15,44,38,41,78,90,94,50,22,59,93,80,66,42,42,61,55,29
45,67,69,65,37,75,9,67,91,75,30,42,36,77,97,69,56,1,95,38
32,78,49,64,63,33,3,70,92,93,62,52,2,64,72,84,27,47,30,36
79,74,56,66,4,86,94,32,96,3,72,82,27,50,54,45,17,84,42,18
66,89,60,25,41,3,43,84,47,37,27,45,21,0,55,12,57,39,30,23
38,3,65,7,68,8,21,14,23,84,80,61,43,63,100,22,65,28,6,19
96,42,32,19,59,17,55,24,11,85,45,68,77,34,79,82,84,37,46,35
4,72,69,72,80,59,3,6,3,75,6,82,5,27,78,65,33,69,6,26
7,37,61,2,65,93,56,27,27,61,6,55,81,82,35,58,26,56,44,19
64,47,14,41,65,40,71,57,92,5,82,18,34,24,10,90,62,75,69,96
43,48,17,20,41,68,66,4,87,61,40,53,62,60,56,7,84,10,95,47
25,49,22,26,8,39,67,47,96,9,43,75,50,70,72,55,56,81,35,11
1,48,80,67,47,67,63,22,21,20,19,31,3,77,92,6,70,79,49,96
39,88,51,41,21,56,56,91,57,14,20,75,52,76,29,94,91,70,79,72
63,8,55,80,63,96,68,24,21,90,66,63,42,25,68,23,56,49,0,94
23,37,34,99,36,100,33,25,92,77,58,10,54,44,96,28,3,41,33,83
98,76,63,53,28,75,12,63,81,96,86,18,46,87,36,39,22,58,83,1
63,74,45,52,49,43,80,87,92,58,96,15,54,85,16,54,55,83,6,27
81,99,92,99,89,94,70,58,64,43,89,90,99,9,74,16,72,61,84,13
56,85,46,36,36,84,20,27,49,86,65,45,72,67,26,2,12,57,100,43
29,59,95,66,49,39,49,82,73,40,49,41,75,30,70,100,13,87,99,47
71,29,2,88,95,1,67,41,84,35,5,56,79,66,53,59,9,54,5,94
70,77,76,60,90,59,43,90,12,53,89,64,57,74,14,7,10,36,77,86
50,39,73,84,34,75,3,42,38,13,22,51,48,56,79,32,50,44,54,78
67,44,33,15,24,52,69,14,18,79,22,37,63,91,84,55,5,6,2,68
32,95,56,29,7,47,91,46,23,11,7,96,87,62,85,12,24,3,68,67
55,41,68,19,89,25,67,83,24,81,34,35,6,84,24,24,81,5,8,98
4,32,55,90,23,80,69,1,82,32,85,33,50,12,84,79,55,3,75,69
27,54,29,7,9,92,71,36,6,3,42,65,48,26,67,15,92,18,72,23
86,57,6,94,76,43,43,57,37,58,76,38,38,76,68,99,34,89,58,31
75,10,26,99,48,44,18,34,20,84,46,37,66,94,92,34,41,75,9,16
0,11,100,70,53,34,44,73,73,46,24,56,59,65,44,91,77,98,30,81
